no,seq,time_epoch,retransmission,out_of_order
19619,17231589,1716238938.621568000,,
19620,17232910,1716238938.624555000,,
19622,17234231,1716238938.624764000,,
19624,17236873,1716238938.627339000,,
19625,17238194,1716238938.627376000,,
19627,17239515,1716238938.627636000,,
19628,17240836,1716238938.627729000,,
19630,17242157,1716238938.627845000,,
19631,17243478,1716238938.627897000,,
19633,17244799,1716238938.628026000,,
19634,17246120,1716238938.628203000,,
19636,17247441,1716238938.629310000,,
19637,17248762,1716238938.629456000,,
19639,17250083,1716238938.629564000,,
19641,17252725,1716238938.629635000,,
19642,17254046,1716238938.630000000,,
19644,17255367,1716238938.630130000,,
19645,17256688,1716238938.631598000,,
19647,17260651,1716238938.631834000,,
19648,17261972,1716238938.633877000,,
19650,17264614,1716238938.634443000,,
19651,17265935,1716238938.634598000,,
19653,17267256,1716238938.636229000,,
19654,17268577,1716238938.637630000,,
19655,17269898,1716238938.637630000,,
19658,17272540,1716238938.637832000,,
19660,17275182,1716238938.638030000,,
19662,17277824,1716238938.638946000,,
19663,17279145,1716238938.639041000,,
19665,17280466,1716238938.639635000,,
19666,17281787,1716238938.639840000,,
19668,17283108,1716238938.640000000,,
19669,17284429,1716238938.640058000,,
19671,17285750,1716238938.640234000,,
19672,17287071,1716238938.644217000,,
19674,17291034,1716238938.644409000,,
19675,17292355,1716238938.644472000,,
19677,17293676,1716238938.644516000,,
19678,17294997,1716238938.644644000,,
19680,17296318,1716238938.645813000,,
19682,17298960,1716238938.648283000,,
19684,17302923,1716238938.648406000,,
19685,17304244,1716238938.648553000,,
19687,17305565,1716238938.648666000,,
19688,17306886,1716238938.648884000,,
19690,17308207,1716238938.649015000,,
19691,17309528,1716238938.649219000,,
19693,17310849,1716238938.649308000,,
19694,17312170,1716238938.649379000,,
19696,17313491,1716238938.649456000,,
19697,17314812,1716238938.650645000,,
19699,17316133,1716238938.650694000,,
19700,17317454,1716238938.650818000,,
19702,17318775,1716238938.654512000,,
19704,17322738,1716238938.654641000,,
19705,17324059,1716238938.654805000,,
19707,17325380,1716238938.654912000,,
19708,17326701,1716238938.655008000,,
19710,17328022,1716238938.655122000,,
19711,17329343,1716238938.655749000,,
19713,17330664,1716238938.655868000,,
19714,17331985,1716238938.657906000,,
19716,17334627,1716238938.658882000,,
19717,17335948,1716238938.659102000,,
19719,17337269,1716238938.659222000,,
19720,17338590,1716238938.659255000,,
19722,17339911,1716238938.659348000,,
19723,17341232,1716238938.659413000,,
19725,17342553,1716238938.659597000,,
19726,17343874,1716238938.659642000,,
19728,17345195,1716238938.660492000,,
19729,17346516,1716238938.660563000,,
19731,17347837,1716238938.660679000,,
19732,17349158,1716238938.660738000,,
19734,17350479,1716238938.660852000,,
19735,17351800,1716238938.661117000,,
19737,17353121,1716238938.663777000,,
19738,17354442,1716238938.666414000,,
19739,17357084,1716238938.666485000,,
19741,17359726,1716238938.666576000,,
19742,17361047,1716238938.666715000,,
19744,17362368,1716238938.666875000,,
19745,17363689,1716238938.666952000,,
19747,17365010,1716238938.668596000,,
19748,17367652,1716238938.668667000,,
19750,17368973,1716238938.668815000,,
19751,17370294,1716238938.670022000,,
19753,17371615,1716238938.670165000,,
19754,17372936,1716238938.670226000,,
19756,17374257,1716238938.670381000,,
19757,17375578,1716238938.670566000,,
19759,17376899,1716238938.670612000,,
19760,17378220,1716238938.670736000,,
19762,17379541,1716238938.670864000,,
19763,17380862,1716238938.670999000,,
19765,17382183,1716238938.671086000,,
19766,17383504,1716238938.671240000,,
19768,17384825,1716238938.671337000,,
19769,17386146,1716238938.671467000,,
19771,17388788,1716238938.677499000,,
19773,17392751,1716238938.677697000,,
19775,17395393,1716238938.677878000,,
19777,17396714,1716238938.677909000,,
19779,17398035,1716238938.678045000,,
19781,17399356,1716238938.678201000,,
19783,17400677,1716238938.678313000,,
19785,17401998,1716238938.678401000,,
19787,17403319,1716238938.678544000,,
19789,17404640,1716238938.678712000,,
19791,17405961,1716238938.678816000,,
19793,17407282,1716238938.678918000,,
19795,17408603,1716238938.680660000,,
19797,17411245,1716238938.680741000,,
19799,17412566,1716238938.680815000,,
19801,17413887,1716238938.680908000,,
19803,17415208,1716238938.681154000,,
19805,17416529,1716238938.681306000,,
19807,17417850,1716238938.681599000,,
19809,17419171,1716238938.681724000,,
19811,17420492,1716238938.681829000,,
19813,17421813,1716238938.681989000,,
19815,17423134,1716238938.682121000,,
19817,17424455,1716238938.686889000,,
19818,17425776,1716238938.686889000,,
19821,17387467,1716238938.687834000,1,
19823,17427097,1716238938.688730000,,
19825,17428418,1716238938.688803000,,
19826,17429739,1716238938.691772000,,
19828,17431060,1716238938.692659000,,
19829,17432381,1716238938.692737000,,
19831,17433702,1716238938.692950000,,
19832,17435023,1716238938.693010000,,
19834,17436344,1716238938.693059000,,
19835,17437665,1716238938.693185000,,
19837,17438986,1716238938.693320000,,
19838,17440307,1716238938.693461000,,
19840,17441628,1716238938.693558000,,
19841,17442949,1716238938.693654000,,
19843,17444270,1716238938.696878000,,
19844,17446912,1716238938.696945000,,
19846,17448233,1716238938.698390000,,
19848,17450875,1716238938.701455000,,
19849,17453517,1716238938.701514000,,
19851,17454838,1716238938.702505000,,
19852,17456159,1716238938.702614000,,
19854,17457480,1716238938.702698000,,
19855,17458801,1716238938.702814000,,
19857,17460122,1716238938.702942000,,
19858,17461443,1716238938.703052000,,
19860,17462764,1716238938.703290000,,
19861,17464085,1716238938.703290000,,
19863,17465406,1716238938.703442000,,
19864,17466727,1716238938.703507000,,
19866,17468048,1716238938.703648000,,
19867,17469369,1716238938.703771000,,
19869,17470690,1716238938.703950000,,
19870,17472011,1716238938.706854000,,
19872,17473332,1716238938.706945000,,
19873,17474653,1716238938.707084000,,
19875,17475974,1716238938.708411000,,
19876,17477295,1716238938.708583000,,
19878,17478616,1716238938.710837000,,
19879,17479937,1716238938.710904000,,
19881,17481258,1716238938.711366000,,
19882,17482579,1716238938.711503000,,
19884,17483900,1716238938.711598000,,
19885,17485221,1716238938.712632000,,
19887,17486542,1716238938.712715000,,
19888,17487863,1716238938.712847000,,
19890,17489184,1716238938.712904000,,
19891,17490505,1716238938.713083000,,
19893,17491826,1716238938.713153000,,
19894,17493147,1716238938.713253000,,
19896,17494468,1716238938.713509000,,
19897,17495789,1716238938.713609000,,
19899,17497110,1716238938.713696000,,
19900,17498431,1716238938.713775000,,
19902,17499752,1716238938.716002000,,
19903,17501073,1716238938.716138000,,
19905,17502394,1716238938.716970000,,
19906,17503715,1716238938.717110000,,
19908,17505036,1716238938.718040000,,
19909,17506357,1716238938.718255000,,
19911,17507678,1716238938.723274000,,
19913,17511641,1716238938.723401000,,
19914,17512962,1716238938.723608000,,
19916,17514283,1716238938.723746000,,
19918,17516925,1716238938.724187000,,
19919,17518246,1716238938.724249000,,
19921,17519567,1716238938.724356000,,
19922,17520888,1716238938.724475000,,
19924,17522209,1716238938.724698000,,
19925,17523530,1716238938.724728000,,
19927,17524851,1716238938.724881000,,
19928,17526172,1716238938.724946000,,
19930,17527493,1716238938.725178000,,
19931,17528814,1716238938.725776000,,
19933,17530135,1716238938.725945000,,
19934,17531456,1716238938.727182000,,
19936,17532777,1716238938.727196000,,
19937,17534098,1716238938.728882000,,
19939,17535419,1716238938.728945000,,
19940,17536740,1716238938.733032000,,
19942,17539382,1716238938.733297000,,
19943,17540703,1716238938.733340000,,
19944,17542024,1716238938.733365000,,
19946,17543345,1716238938.733466000,,
19947,17544666,1716238938.733615000,,
19949,17545987,1716238938.733781000,,
19950,17547308,1716238938.733914000,,
